symbol,entry_time,entry_price,p_up_signal,cost,exit_time,exit_price,pnl,return_pct
AAPL,2024-01-22T05:00:00+00:00,192.39615,0.6667852062588905,100000.0,2024-01-26T05:00:00+00:00,194.17286500000003,923.46702363847,0.0092346702363847
AAPL,2024-02-07T05:00:00+00:00,190.73531999999997,0.6449904830171591,100923.46702363847,2024-02-13T05:00:00+00:00,185.67711500000001,-2676.4397150789882,-0.026519498328888245
AAPL,2024-04-30T04:00:00+00:00,173.416665,0.6167897840585648,98247.02730855948,2024-05-06T04:00:00+00:00,182.26282300000003,5011.679394260253,0.0510110028929458
AAPL,2024-06-27T04:00:00+00:00,214.79734499999998,0.5707256169212691,103258.70670281973,2024-07-03T04:00:00+00:00,219.89000000000001,2448.1725739377725,0.023709115212760253
AAPL,2024-07-15T04:00:00+00:00,236.59823999999998,0.6748922835879357,105706.8792767575,2024-07-19T04:00:00+00:00,224.70759,-5312.480363641647,-0.05025671365940834
AAPL,2024-07-26T04:00:00+00:00,218.80934999999997,0.6278594771241829,100394.39891311586,2024-08-01T04:00:00+00:00,224.25781500000002,2499.8720058085164,0.024900512706610017
AAPL,2024-08-09T04:00:00+00:00,212.20604999999998,0.5696329813976871,102894.27091892438,2024-08-15T04:00:00+00:00,224.48770000000002,5955.114957520826,0.05787605961281521
AAPL,2024-09-09T04:00:00+00:00,220.93041,0.6278594771241829,108849.3858764452,2024-09-13T04:00:00+00:00,223.46821000000003,1250.3392877297738,0.011486874984752163
AAPL,2024-11-04T05:00:00+00:00,221.100495,0.5710254317965456,110099.72516417498,2024-11-08T05:00:00+00:00,227.056415,2965.8240027902793,0.02693761495197011
AAPL,2025-01-28T05:00:00+00:00,230.96542499999998,0.6810061683890091,113065.54916696525,2025-02-03T05:00:00+00:00,229.87500500000002,-533.798234617323,-0.00472113953852607
AAPL,2025-02-05T05:00:00+00:00,228.644265,0.6810061683890091,112531.75093234793,2025-02-11T05:00:00+00:00,228.0859,-274.81026523599576,-0.0024420686869184747
AAPL,2025-02-25T05:00:00+00:00,248.124,0.6706747843734145,112256.94066711194,2025-03-03T05:00:00+00:00,241.669105,-2920.341301234206,-0.02601479502184387
AAPL,2025-03-19T04:00:00+00:00,214.32710999999998,0.5637931034482758,109336.59936587773,2025-03-25T04:00:00+00:00,220.65961500000003,3230.457230386877,0.029545982307138164
AAPL,2025-04-21T04:00:00+00:00,193.36163249999998,0.6405362143448102,112567.0565962646,2025-04-25T04:00:00+00:00,206.2618175,7509.948257171884,0.06671532937124956
AAPL,2025-05-01T04:00:00+00:00,209.18454,0.6547619047619048,120077.0048534365,2025-05-07T04:00:00+00:00,199.070415,-5805.753315772119,-0.04835025093154598
AAPL,2026-02-03T05:00:00+00:00,269.33459999999997,0.5999064223798266,114271.25153766439,2026-02-09T05:00:00+00:00,277.7660475,3577.2309168562642,0.03130473210645803
AAPL,2026-02-24T05:00:00+00:00,267.99393,0.5936466885105439,117848.48245452065,2026-03-02T05:00:00+00:00,262.27879500000006,-2513.1912009078223,-0.021325613606248153
